"MemberID","cMem","cChair","cRank","sChair","sRank"
"41110-112-200","['SSEG', 'SSFR', 'SSJU', 'JSEC']","[]","[]","[]","['SSEG99', 'SSJU99']"
"15033-103-100","['HSDT', 'HSWM']","[]","[]","[]","[]"
"15033-104-100","['HSBU', 'HSWM']","[]","[]","[]","[]"
"15033-105-100","['HSWM']","[]","[]","[]","[]"
"15033-106-100","['HSWM']","[]","[]","[]","[]"
"15033-107-100","['HSWM']","[]","[]","[]","[]"
"15033-108-100","['HSWM']","[]","[]","[]","[]"
"15033-109-100","['HSWM']","[]","[]","[]","[]"
"15033-110-100","['HSWM', 'JSTX']","[]","[]","[]","[]"
"15033-111-100","['HSWM', 'JSTX']","['HSWM']","[]","[]","[]"
"15033-112-100","['HSWM', 'JSTX']","[]","['HSWM']","[]","[]"
"15431-103-100","['HSDT', 'HSWM']","[]","[]","[]","[]"
"15431-104-100","['HSWM']","[]","[]","[]","[]"
"15431-105-100","['HSWM']","[]","[]","[]","[]"
"15431-106-100","['HSWM']","[]","[]","[]","[]"
"15431-107-100","['HSWM']","[]","[]","[]","[]"
"15431-108-100","['HSBU', 'HSWM']","[]","[]","[]","[]"
"15431-109-100","['HSWM']","[]","[]","[]","['HSWM99']"
"15431-110-100","['HSWM']","[]","[]","['HSWM99']","[]"
"15431-111-100","['HSWM']","[]","[]","['HSWM99']","[]"
"15431-112-100","['HSWM']","[]","[]","[]","['HSWM99']"
"20508-109-100","['HSSY', 'HSSM']","[]","[]","[]","['HSSM99']"
"20508-110-100","['HSPW', 'HSSY', 'HSSM']","[]","[]","[]","[]"
"20508-111-100","['HSPW', 'HSSY', 'HSSM']","[]","[]","['HSSY99']","[]"
"20508-112-100","['HSPW', 'HSSY']","[]","[]","[]","['HSSY99']"
"29539-104-200","['HSBA', 'HSSM']","[]","[]","[]","[]"
"29539-105-200","['HSBA', 'HSPW', 'HSSM']","[]","[]","[]","[]"
"29539-106-200","['HSPW', 'HSSM']","[]","[]","['HSSM99']","[]"
"29539-107-200","['HSPW', 'HSSM']","[]","[]","['HSPW99']","[]"
"29539-108-200","['HSAS', 'HSPW']","[]","[]","['HSPW99']","[]"
"29539-109-200","['HSAS', 'HSPW']","[]","[]","['HSPW99']","[]"
"29539-110-200","['HSAS', 'HSPW']","[]","[]","[]","[]"
"29539-111-200","['HSAS', 'HSPW']","[]","[]","[]","['HSPW99']"
"29539-112-200","['HSAS', 'HSPW', 'HLIG']","[]","[]","['HSPW99']","[]"
"20720-110-100","['HSAS', 'HSED']","[]","[]","[]","[]"
"20720-111-100","['HSAS', 'HSED']","[]","[]","[]","[]"
"20720-112-100","['HSAS', 'HSED']","[]","[]","[]","[]"
"29504-104-100","['HSJU', 'HSSY']","[]","[]","[]","[]"
"29504-105-100","['HSJU', 'HSSY', 'HSSO']","[]","[]","[]","[]"
"29504-106-100","['HSJU', 'HSSY', 'HSSO']","[]","[]","[]","[]"
"29504-107-100","['HSJU', 'HSSY', 'HSSO']","[]","[]","[]","['HSSO99']"
"29504-108-100","['HSJU', 'HSSY', 'HSHM']","[]","[]","[]","['HSHM99']"
"29504-109-100","['HSHA', 'HSJU', 'HSSY', 'HSHM', 'JSLC']","[]","[]","[]","['HSHM99']"
"29504-110-100","['HSHA', 'HSJU', 'HSHM', 'JSLC']","[]","[]","['HSGO99', 'HSJU99']","[]"
"29504-111-100","['HSHA', 'HSJU', 'HSSO', 'HSHM', 'JSLC']","['HSSO']","[]","['HSGO99', 'HSJU99', 'HSSO99', 'HSSO99', 'HSSO99']","[]"
"29504-112-100","['HSHA', 'HSJU', 'HSSY', 'HSSO', 'JSLC']","[]","['HSSO']","[]","['HSGO99', 'HSJU99']"
"21150-112-200","['HSPW', 'HSHM']","[]","[]","[]","[]"
"15612-103-100","['HSAP']","[]","[]","[]","[]"
"15612-104-100","['HSAP']","[]","[]","[]","[]"
"15612-105-100","['HSAP']","[]","[]","[]","[]"
"15612-106-100","['HSAP']","[]","[]","[]","[]"
"15612-107-100","['HSAP']","[]","[]","[]","['HSAP99']"
"15612-108-100","['HSAP', 'HSHM']","[]","[]","[]","['HSAP99']"
"15612-109-100","['HSAP', 'HSHM']","[]","[]","[]","['HSAP99']"
"15612-110-100","['HSAP', 'HSHM']","[]","[]","['HSAP99']","[]"
"15612-111-100","['HSAP']","[]","[]","['HSAP99']","[]"
"15612-112-100","['HSAP']","[]","[]","[]","['HSAP99']"
"29393-103-200","['HSAG', 'HSGO']","[]","[]","[]","[]"
"29393-104-200","['HSAG', 'HSBA']","[]","[]","[]","[]"
"29393-105-200","['HSAG', 'HSBA']","[]","[]","[]","[]"
"29393-106-200","['HSAG', 'HSBA', 'HSSY']","[]","[]","[]","[]"
"29393-107-200","['HSAG', 'HSBA', 'HSSY']","[]","[]","['HSAG99']","[]"
"29393-108-200","['HSAG', 'HSBA', 'HSSY']","[]","[]","['HSAG99']","[]"
"29393-109-200","['HSAG', 'HSBA', 'HSSY']","[]","[]","['HSAG99']","[]"
"29393-110-200","['HSAG', 'HSBA', 'HSSY']","[]","[]","[]","['HSAG99']"
"29393-111-200","['HSAG', 'HSBA', 'HSSY']","[]","['HSAG']","[]","[]"
"29393-112-200","['HSAG', 'HSBA', 'HSSY']","['HSAG']","[]","[]","[]"
"20926-111-200","['HSAG', 'HSGO', 'HSSM']","[]","[]","[]","['HSSM99']"
"20926-112-200","['HSBA']","[]","[]","[]","[]"
"20932-111-100","['HSII', 'HSSY', 'HSHM']","[]","[]","[]","[]"
"20932-112-100","['HSII', 'HSSY']","[]","[]","[]","[]"
"20953-111-200","['HSAG', 'HSBU', 'HSII']","[]","[]","[]","[]"
"20953-112-200","['HSAP']","[]","[]","[]","[]"
"20119-107-100","['HSGO', 'HSVR']","[]","[]","[]","[]"
"20119-108-100","['HSBA', 'HSGO']","[]","[]","[]","[]"
"20119-109-100","['HSBA', 'HSGO']","[]","[]","[]","['HSGO99']"
"20119-110-100","['HSBA', 'HSGO']","[]","[]","[]","[]"
"20119-111-100","['HSBA', 'HSGO']","[]","[]","['HSGO99']","[]"
"20119-112-100","['HSBA', 'HSGO']","[]","[]","[]","['HSGO99']"
"29379-103-100","['HSBA', 'HSGO']","[]","[]","[]","[]"
"29379-104-100","['HSBA', 'HSGO', 'JSEC']","[]","[]","[]","[]"
"29379-105-100","['HSBA', 'HSGO', 'JSEC']","[]","[]","[]","[]"
"29379-106-100","['HSBA', 'HSGO', 'JSEC']","[]","[]","[]","['HSGO99']"
"29379-107-100","['HSBA', 'HSGO', 'JSEC']","[]","[]","[]","['HSFS99']"
"29379-108-100","['HSBA', 'HSGO', 'JSEC']","[]","[]","[]","['HSFS99']"
"29379-109-100","['HSBA', 'HSGO', 'JSEC']","[]","['JSEC']","[]","['HSFS99']"
"29379-110-100","['HSBA', 'HSGO', 'JSEC']","['JSEC']","[]","['HSFS99']","[]"
"29379-111-100","['HSBA', 'HSGO', 'JSEC']","['JSEC']","[]","[]","[]"
"29379-112-100","['HSBA', 'HSGO', 'JSEC']","[]","[]","[]","['HSFS99']"
"20532-109-200","['HSED', 'HSGO', 'HSPW']","[]","[]","[]","[]"
"20532-110-200","['HSBA', 'HSED', 'HSGO', 'HSPW']","[]","[]","[]","['HSGO99']"
"20532-111-200","['HSBA']","[]","[]","[]","[]"
"20532-112-200","['HSBA', 'HSWM']","[]","[]","[]","[]"
"21170-112-200","['HSFA', 'HSJU', 'HSHM']","[]","[]","[]","[]"
"14435-103-100","['HSIF', 'HSII']","[]","[]","[]","[]"
"14435-104-100","['HSIF', 'HSII']","[]","[]","[]","[]"
"14435-105-100","['HSIF', 'HSII']","[]","[]","[]","[]"
"14435-106-100","['HSBU', 'HSIF']","[]","[]","[]","['HSIF99']"
"14435-107-100","['HSBU', 'HSIF', 'HSII']","[]","[]","[]","['HSIF99']"
"14435-108-100","['HSIF', 'HSII', 'HSHM']","[]","[]","[]","['HSIF99']"
"14435-109-100","['HSIF', 'HSII', 'HSHM']","[]","[]","[]","['HSIF99']"
"14435-110-100","['HSIF', 'HSII', 'HSHM']","[]","[]","[]","[]"
"14435-111-100","['HSIF', 'HSII']","[]","[]","['HSIF99']","[]"
"14435-112-100","['HSIF', 'HSII']","[]","['HSII']","[]","[]"
"20140-107-100","['HSBU', 'HSPW', 'HSSY']","[]","[]","[]","[]"
"20140-108-100","['HSBA', 'HSPW', 'HSSY']","[]","[]","[]","[]"
"20140-109-100","['HSBA', 'HSPW', 'HSSY']","[]","[]","[]","[]"
"20140-110-100","['HSIF', 'HSSY']","[]","[]","[]","[]"
"20140-111-100","['HSIF', 'HSSY']","[]","[]","[]","[]"
"20140-112-100","['HSIF']","[]","[]","[]","[]"
"20538-109-100","['HSRU']","[]","[]","[]","[]"
"20538-110-100","['HSIF', 'HSPW', 'HSRU']","[]","[]","[]","[]"
"20538-111-100","['HSIF', 'HSRU']","[]","[]","[]","[]"
"20538-112-100","['HSIF']","[]","[]","[]","[]"
"15039-104-200","['SSAS', 'SSCM', 'SSGA', 'SLIA']","['SLIA']","[]","[]","[]"
"15039-105-200","['SSAS', 'SSCM', 'SLIA']","['SSCM']","[]","[]","[]"
"15039-103-200","['SSAS', 'SSCM', 'SSGA', 'SPAG', 'SLIA']","[]","['SLIA']","[]","[]"
"15039-106-200","['SSAS', 'SSCM', 'SLIA']","['SSCM']","[]","[]","[]"
"15039-107-200","['SSAS', 'SSCM', 'SLIA']","[]","['SSCM']","[]","[]"
"15039-108-200","['SSAS', 'SSCM', 'SLIA']","['SSCM']","[]","[]","[]"
"15039-109-200","['SSAS', 'SSCM', 'SLIA']","['SLIA']","[]","['SSAS99']","[]"
"15039-110-200","['SSAS', 'SSCM', 'SLIA']","[]","['SSAS']","[]","[]"
"15039-111-200","['SSAS', 'SSEG', 'SSGA', 'SSHR', 'SLIA']","[]","['SSAS']","[]","['SSGA99']"
"15039-112-200","['SSAS', 'SSGA', 'SSHR', 'SLIA']","[]","['SSAS']","[]","[]"
"29744-105-100","['HSED', 'HSSM']","[]","[]","[]","[]"
"29744-106-100","['HSED', 'HSSM']","[]","[]","[]","['HSSM99']"
"29744-107-100","['HSBU', 'HSED', 'HSSM']","[]","[]","[]","[]"
"29744-108-100","['HSBA', 'HSED']","[]","[]","[]","[]"
"29744-109-100","['HSBA', 'HSED']","[]","[]","[]","[]"
"29744-110-100","['HSBA', 'HSED']","[]","[]","['HSED99']","[]"
"29744-111-100","['HSBA', 'HSED']","[]","[]","['HSED99']","[]"
"29744-112-100","['HSBA', 'HSED']","[]","[]","[]","['HSFS99']"
"20703-110-200","['HSAG', 'HSBA', 'HSHA', 'HSII', 'HSHM', 'JSPR']","[]","[]","[]","['HSGO99']"
"20703-111-200","['HSBA', 'HSHA', 'JSPR']","[]","[]","[]","['HSGO99']"
"20703-112-200","['HSBA', None]","[]","[]","[]","[]"
"20530-109-200","['HSFA', 'HSSY', 'HSHM']","[]","[]","['HSHM99']","[]"
"20530-110-200","['HSFA', 'HSSY', 'HSSO', 'HSHM']","[]","[]","[]","['HSHM99']"
"20530-111-200","['HSFA', 'HSSY', 'HSSO', 'HSHM']","[]","[]","[]","['HSHM99', 'HSSO99']"
"20530-112-200","['HSFA', 'HSSY', 'HSSO', 'HSHM']","[]","[]","['HSHM99']","[]"
"20903-111-200","['HSED', 'HSII']","[]","[]","[]","['HSII99']"
"20903-112-200","['HSBU', 'HSII']","[]","[]","['HSII99']","[]"
"20122-107-100","['HSED', 'HSII']","[]","[]","[]","[]"
"20122-108-100","['HSED', 'HSFA', 'HSGO', 'HSII']","[]","[]","[]","[]"
"20122-109-100","['HSED', 'HSFA']","[]","[]","[]","[]"
"20122-110-100","['HSAP', 'HSGO']","[]","[]","[]","[]"
"20122-111-100","['HSAP', 'HSBU']","[]","[]","[]","[]"
"20122-112-100","['HSAP', 'HSBU']","[]","[]","[]","[]"
"15613-103-100","['HSDT', 'HSSO', 'HSWM']","['HSSO']","[]","[]","[]"
"15613-104-100","['HSSO', 'HSWM']","[]","['HSSO']","[]","[]"
"15613-105-100","['HSBU', 'HSWM']","[]","[]","[]","[]"
"15613-106-100","['HSBU', 'HSWM']","[]","[]","[]","[]"
"15613-107-100","['HSBU', 'HSWM']","[]","[]","[]","[]"
"15613-108-100","['HSWM']","[]","[]","[]","[]"
"15613-109-100","['HSWM']","[]","[]","[]","['HSWM99']"
"15613-110-100","['HSWM']","[]","[]","['HSWM99']","[]"
"15613-111-100","['HSWM']","[]","[]","['HSWM99']","[]"
"15613-112-100","['HSWM']","[]","[]","[]","['HSWM99']"
"29729-105-100","['HSPW']","[]","[]","[]","[]"
"29729-106-100","['HSPW']","[]","[]","[]","[]"
"29729-107-100","['HSII', 'HSPW', 'HSRU']","[]","[]","[]","[]"
"29729-108-100","['HSRU']","[]","[]","[]","['HSRU99']"
"29729-109-100","['HSRU']","[]","[]","[]","['HSRU99']"
"29729-110-100","['HSBU', 'HSRU']","[]","[]","['HSRU99']","[]"
"29729-111-100","['HSBU', 'HSRU']","[]","[]","['HSRU99']","[]"
"29729-112-100","['HSAG', 'HSRU']","[]","[]","[]","[]"
"20522-109-200","['HSBA', 'HSBU', 'HSGO']","[]","[]","[]","[]"
"20522-110-200","['HSBA', 'HSBU', 'HSGO']","[]","[]","[]","[]"
"20522-111-200","['HSBA', 'HSBU', 'HSGO']","[]","[]","[]","['HSGO99']"
"20522-112-200","['HSBA', 'HSGO']","[]","[]","['HSGO99']","[]"
"29746-105-100","['HSAG', 'HSAS']","[]","[]","[]","[]"
"29746-106-100","['HSAG', 'HSAS']","[]","[]","[]","[]"
"29746-107-100","['HSAG', 'HSAS']","[]","[]","[]","[]"
"29746-108-100","['HSAG', 'HSAS']","[]","[]","[]","['HSAG99']"
"29746-109-100","['HSAG', 'HSAS']","[]","[]","[]","['HSAG99']"
"29746-110-100","['HSAG', 'HSAS']","[]","[]","['HSAG99']","[]"
"29746-111-100","['HSAG', 'HSAS']","[]","[]","['HSAG99']","[]"
"29746-112-100","['HSAG', 'HSAS']","[]","[]","[]","['HSAS99']"
"29315-103-200","['HSED', 'HSPW']","[]","[]","[]","[]"
"29315-104-200","['HSAS', 'HSED']","[]","[]","[]","[]"
"29315-105-200","['HSAS', 'HSED']","[]","[]","[]","[]"
"29315-106-200","['HSAS', 'HSED', 'HSVR']","[]","[]","['HSED99']","[]"
"29315-107-200","['HSAS', 'HSED', 'HSVR']","[]","[]","['HSED99']","[]"
"29315-108-200","['HSAS', 'HSED']","[]","[]","['HSED99']","[]"
"29315-109-200","['HSAS', 'HSED']","['HSED']","[]","[]","[]"
"29315-110-200","['HSAS', 'HSED']","[]","['HSED']","[]","[]"
"29315-111-200","['HSAS', 'HSED', 'HSED']","[]","['HSAS', 'HSED']","[]","[]"
"29315-112-200","['HSAS', 'HSED']","['HSAS']","[]","[]","[]"
"21188-112-200","['HSIF']","[]","[]","[]","[]"
"20535-109-200","['HSAS', 'HSED', 'HSII']","[]","[]","[]","[]"
"20535-110-200","['HSAS', 'HSED', 'HSII']","[]","[]","[]","['HSII99']"
"20535-111-200","['HSAS', 'HSED', 'HSII']","[]","[]","[]","['HSED99']"
"20535-112-200","['HSIF']","[]","[]","[]","[]"
"20702-110-100","['HSPW', 'HSSY', 'HSVR']","[]","[]","[]","[]"
"20702-111-100","['HSIF', 'HSVR']","[]","[]","[]","[]"
"20702-112-100","['HSSY', 'HSVR']","[]","[]","[]","['HSVR99']"
"21168-112-200","['HSGO', 'HSPW', 'HSHM']","[]","[]","['HSHM99']","[]"
"29776-105-100","['HSBA']","[]","[]","[]","[]"
"29776-106-100","['HSBA', 'HSFA']","[]","[]","[]","[]"
"29776-107-100","['HSBA', 'HSFA']","[]","[]","[]","[]"
"29776-108-100","['HSBA', 'HSFA']","[]","[]","[]","[]"
"29776-109-100","['HSBA', 'HSFA']","[]","[]","[]","[]"
"29776-110-100","['HSBA', 'HSFA']","[]","[]","[]","[]"
"29776-111-100","['HSBA', 'HSFA']","[]","[]","['HSFS99']","[]"
"29776-112-100","['HSBA', 'HSFA']","[]","[]","[]","['HSFA99']"
"29331-103-200","['HSGO', 'HSPW']","[]","[]","[]","[]"
"29331-104-200","['HSGO', 'HSPW']","[]","[]","[]","[]"
"29331-105-200","['HSGO', 'HSHA', 'HSPW']","[]","[]","[]","[]"
"29331-106-200","['HSGO', 'HSHA', 'HSPW']","[]","[]","['HSGO99']","[]"
"29331-107-200","['HSGO', 'HSHA', 'HSPW']","[]","[]","['HSPW99']","[]"
"29331-108-200","['HSGO', 'HSHA', 'HSPW']","[]","[]","['HSPW99']","[]"
"29331-109-200","['HSGO', 'HSHA', 'HSPW']","[]","[]","['HSPW99']","[]"
"29331-110-200","['HSGO', 'HSPW']","[]","['HSPW']","[]","[]"
"29331-111-200","['HSGO', 'HSPW']","[]","['HSPW']","[]","[]"
"29331-112-200","['HSGO', 'HSPW']","['HSPW']","[]","[]","[]"
"20328-108-100","['HSPW', 'HSSM', 'HSVR']","[]","[]","[]","['HSVR99']"
"20328-109-100","['HSPW', 'HSSM', 'HSVR']","[]","[]","[]","['HSVR99']"
"20328-110-100","['HSPW', 'HSSM', 'HSVR']","[]","[]","['HSVR99']","[]"
"20328-111-100","['HSPW', 'HSSM', 'HSVR']","[]","[]","['HSVR99']","[]"
"20328-112-100","['HSPW', 'HSVR']","[]","[]","[]","['HSVR99']"
"14440-104-100","['SSAP', 'SSHR', 'SPOC']","[]","[]","[]","[]"
"14440-105-100","['SSAP', 'SSHR']","[]","[]","[]","[]"
"14440-103-100","['SSAP', 'SSHR', 'SPOC']","[]","[]","[]","[]"
"14440-106-100","['SSAP', 'SSHR']","[]","[]","[]","['SSAP99', 'SSHR99']"
"14440-107-100","['SSAP', 'SSHR', 'SLIN']","[]","[]","['SSAP99', 'SSHR99']","[]"
"14440-108-100","['SSAP', 'SSHR', 'SLIN']","[]","[]","[]","['SSAP99', 'SSHR99']"
"14440-109-100","['SSAP', 'SSHR', 'SLIN']","[]","[]","[]","['SSAP99', 'SSHR99']"
"14440-110-100","['SSAP', 'SSHR', 'SLIN']","[]","[]","['SSAP99', 'SSHR99']","[]"
"14440-111-100","['SSAP', 'SSHR', 'SLIN']","[]","[]","['SSAP99', 'SSHR99']","[]"
"14440-112-100","['SSAP', 'SSHR', 'SLIN']","[]","[]","['SSAP99', 'SSHR99']","[]"
"20331-108-200","['HSAS', 'HSGO']","[]","[]","[]","[]"
"20331-109-200","['HSAS', 'HSGO', 'HSHA', 'JSLC']","[]","[]","['HSGO99']","[]"
"20331-110-200","['HSAS', 'HSPW', 'HSHM']","[]","[]","[]","[]"
"20331-111-200","['HSPW', 'HSHM']","[]","[]","[]","[]"
"20331-112-200","['HSPW', 'HSHM']","[]","[]","['HSHM99']","[]"
"29905-106-200","['HSBU', 'HSPW', 'HSSY']","[]","[]","[]","[]"
"29905-107-200","['HSBA', 'HSBU', 'HSSY']","[]","[]","[]","[]"
"29905-108-200","['HSBA', 'HSPW']","[]","[]","[]","[]"
"29905-109-200","['HSBA', 'HSPW']","[]","[]","['HSFS99']","[]"
"29905-110-200","['HSBA', 'HSPW']","[]","[]","[]","['HSFS99']"
"29905-111-200","['HSBA', 'HSPW']","[]","[]","[]","['HSFS99']"
"29905-112-200","['HSBA', 'HSPW']","[]","[]","['HSFS99']","[]"
"14256-103-100","['HSED', 'HSII']","['HSII']","[]","[]","[]"
"14256-104-100","['HSED', 'HSII']","[]","['HSII']","[]","[]"
"14256-105-100","['HSED', 'HSII']","[]","['HSII']","[]","[]"
"14256-106-100","['HSED', 'HSII']","[]","['HSII']","[]","[]"
"14256-107-100","['HSED', 'HSII']","[]","['HSED']","[]","[]"
"14256-108-100","['HSED', 'HSII']","[]","['HSED']","[]","[]"
"14256-109-100","['HSED', 'HSII']","[]","['HSED']","[]","[]"
"14256-110-100","['HSED', 'HSII']","['HSED']","[]","[]","[]"
"14256-111-100","['HSED', 'HSII']","['HSED']","[]","[]","[]"
"14256-112-100","['HSED']","[]","['HSED']","[]","[]"
"20110-107-200","['HSAS', 'HSVR']","[]","[]","[]","[]"
"20110-108-200","['HSAS', 'HSVR']","[]","[]","[]","[]"
"20110-109-200","['HSAS', 'HSVR']","[]","[]","['HSVR99']","[]"
"20110-110-200","['HSAS', 'HSVR']","[]","[]","[]","['HSVR99']"
"20110-111-200","['HSAS', 'HSVR']","[]","[]","[]","['HLIG99', 'HSAS99']"
"20110-112-200","['HSAS', 'HSVR']","['HSVR']","[]","[]","[]"
"20537-109-100","['HSBA', 'HSSM']","[]","[]","[]","[]"
"20537-110-100","['HSBA', 'HSBU', 'HSSM']","[]","[]","[]","[]"
"20537-111-100","['HSBA', 'HSBU']","[]","[]","[]","[]"
"20537-112-100","['HSBA', 'HSBU']","[]","[]","[]","[]"
"29149-103-100","['HSAP']","[]","[]","[]","[]"
"29149-104-100","['HSFA', 'HSGO']","[]","[]","[]","[]"
"29149-105-100","['HSAP']","[]","[]","[]","[]"
"29149-106-100","['HSAP', 'HSBU']","[]","[]","[]","['HSAP99']"
"29149-107-100","['HSAP', 'HSBU']","[]","[]","[]","['HSAP99']"
"29149-108-100","['HSAP', 'HSBU']","[]","[]","[]","['HSAP99']"
"29149-109-100","['HSAP']","[]","[]","[]","[]"
"29149-110-100","['HSAP']","[]","[]","[]","[]"
"29149-111-100","['HSAP']","[]","[]","['HSAP99']","[]"
"29149-112-100","['HSAP']","[]","[]","[]","['HSAP99']"
"29722-105-200","['HSAG', 'HSFA', 'HSPW', 'HSVR']","[]","[]","[]","[]"
"29722-106-200","['HSAG', 'HSPW', 'HSVR']","[]","[]","[]","[]"
"29722-107-200","['HSAG', 'HSPW', 'HSVR']","[]","[]","['HSVR99']","[]"
"29722-108-200","['HSAG', 'HSPW', 'HSVR']","[]","[]","['HSAG99']","[]"
"29722-109-200","['HSAG', 'HSPW', 'HSVR']","[]","[]","['HSAG99']","[]"
"29722-110-200","['HSAG', 'HSPW', 'HSVR']","[]","[]","[]","['HSAG99']"
"29722-111-200","['HSAG', 'HSPW', 'HSVR']","[]","[]","[]","['HSAG99']"
"29722-112-200","[]","[]","[]","[]","['SSAP99']"
"21176-112-200","['HSBU', 'HSSM', 'JSEC']","[]","[]","[]","[]"
"40300-108-200","['SSEG', 'SSEV', 'SSVA', 'SLIA']","[]","[]","['SSEG99']","[]"
"40300-109-200","['SSEG', 'SSEV', 'SSFR', 'SLIA']","[]","[]","['SSEG99', 'SSFR99']","[]"
"40300-110-200","['SSEG', 'SSFR', 'SSHR', 'SLIA']","[]","['SLIA']","[]","['SSEG99', 'SSFR99']"
"40300-111-200","['SSAP', 'SSEG', 'SSHR', 'SLIA']","[]","['SSEG']","[]","['SSAP99']"
"40300-112-200","['SSAP', 'SSEG', 'SSHR', 'SLIA']","[]","['SSEG']","[]","['SSAP99']"
"20707-110-100","['HSBA', 'HSGO', 'HLIG']","[]","[]","[]","[]"
"20707-111-100","['HSIF', 'HSGO', 'HLIG']","[]","[]","[]","[]"
"20707-112-100","['HSFA', 'HSGO']","[]","[]","[]","[]"
"20346-108-200","['HSBA', 'HSGO', 'HSVR']","[]","[]","['HSGO99']","[]"
"20346-109-200","['HSIF']","[]","[]","[]","[]"
"20346-110-200","['HSIF']","[]","[]","[]","[]"
"20346-111-200","['HSIF']","[]","[]","[]","[]"
"20346-112-200","['HSIF']","[]","[]","[]","[]"
"49308-104-100","['SSAP', 'SSBK', 'SSBU', 'SSVA']","[]","[]","[]","[]"
"49308-105-100","['SSAP', 'SSBU', 'SSHR', 'SSVA', 'SPOC']","[]","[]","[]","[]"
"49308-103-100","['SSAP', 'SSBK', 'SSBU']","[]","[]","[]","[]"
"49308-106-100","['SSAP', 'SSBU', 'SSHR', 'SSVA']","[]","[]","[]","['SSAP99']"
"49308-107-100","['SSAP', 'SSBU', 'SSHR', 'SSVA']","[]","[]","['SSAP99']","[]"
"49308-108-100","['SSAP', 'SSBU', 'SSHR', 'SSVA']","[]","[]","[]","['SSAP99', 'SSHR99']"
"49308-109-100","['SSAP', 'SSBU', 'SSHR', 'SSVA']","[]","[]","[]","['SSAP99', 'SSHR99']"
"49308-110-100","['SSAP', 'SSBU', 'SSHR', 'SSRA', 'SSVA', 'JSPR']","[]","[]","['SSAP99', 'SSHR99']","[]"
"49308-111-100","['SSAP', 'SSBU', 'SSHR', 'SSRA', 'SSVA', 'JSPR']","[]","[]","['SSAP99', 'SSHR99']","[]"
"49308-112-100","['SSAP', 'SSBU', 'SSHR', 'SSRA', 'SSVA', 'JSPR']","['SSVA']","[]","['SSAP99', 'SSHR99']","[]"
"29377-103-100","['HSJU', 'HSPW']","[]","[]","[]","[]"
"29377-104-100","['HSJU', 'HSPW']","[]","[]","[]","[]"
"29377-105-100","['HSJU', 'HSPW']","[]","[]","[]","[]"
"29377-106-100","['HSJU', 'HSPW']","[]","[]","[]","['HSJU99']"
"29377-107-100","['HSJU', 'HSPW']","[]","[]","[]","['HSJU99']"
"29377-108-100","['HSJU', 'HSPW']","[]","[]","[]","['HSJU99']"
"29377-109-100","['HSJU', 'HSPW']","[]","[]","[]","['HSJU99']"
"29377-110-100","['HSJU', 'HSPW']","[]","[]","['HSJU99']","[]"
"29377-111-100","['HSJU', 'HSPW']","[]","[]","['HSJU99']","[]"
"29377-112-100","['HSJU', 'HSPW']","[]","[]","[]","['HSJU99']"
"29903-106-100","['HSII', 'HSSM']","[]","[]","[]","[]"
"29903-107-100","['HSFA', 'HSII', 'HSSM']","[]","[]","[]","[]"
"29903-108-100","['HSFA', 'HSII', 'HSSM']","[]","[]","[]","['HSII99']"
"29903-109-100","['HSFA', 'HSII']","[]","[]","[]","['HSII99']"
"29903-110-100","['HSII', 'HSPW']","[]","[]","['HSII99']","[]"
"29903-111-100","['HSII', 'HSPW']","[]","[]","['HSII99']","[]"
"29903-112-100","['HSII', 'HSPW']","[]","[]","[]","['HSII99']"
"15616-103-100","['HSWM']","[]","[]","[]","[]"
"15616-104-100","['HSWM']","[]","[]","[]","[]"
"15616-105-100","['HSWM']","[]","[]","[]","[]"
"15616-106-100","['HSWM']","[]","[]","[]","[]"
"15616-107-100","['HSWM']","[]","[]","[]","[]"
"15616-108-100","['HSBU', 'HSWM']","[]","[]","[]","[]"
"15616-109-100","['HSBU', 'HSWM']","[]","[]","[]","[]"
"15616-110-100","['HSWM']","[]","[]","['HSWM99']","[]"
"15616-111-100","['HSWM']","[]","[]","['HSWM99']","[]"
"15616-112-100","['HSWM']","[]","[]","[]","['HSWM99']"
"20353-108-200","['HSAG', 'HSII', 'HSSY']","[]","[]","[]","[]"
"20353-109-200","['HSAG', 'HSBA', 'HSSY']","[]","[]","[]","[]"
"20353-110-200","['HSAG', 'HSBA', 'HSSY']","[]","[]","[]","['HSAG99']"
"20353-111-200","['HSAG', 'HSBA', 'HSSY']","[]","[]","[]","['HSAG99']"
"20353-112-200","['HSAG', 'HSBA', 'HSSY']","[]","[]","['HSFS99']","[]"
"21177-112-200","['HSAG', 'HSED', 'HSII']","[]","[]","[]","[]"
NA,"[]","[]","[]","[]","[]"
NA,"[]","[]","[]","[]","[]"
NA,"[]","[]","[]","[]","[]"
NA,"[]","[]","[]","[]","['HSGO99']"
NA,"[]","[]","[]","[]","['HSGO99']"
NA,"[]","[]","[]","[]","['HSPW99']"
NA,"[]","[]","[]","[]","['HSPW99']"
NA,"[]","[]","[]","['HSPW99']","[]"
NA,"[]","[]","[]","['HSPW99']","[]"
NA,"[]","[]","[]","[]","['HSPW99']"
"21115-112-200","['HSHA', 'HSRU']","[]","[]","[]","[]"
"20307-108-200","['HSAG', 'HSII']","[]","[]","[]","[]"
"20307-109-200","['HSAG', 'HSII', 'HSVR', 'HSWM']","[]","[]","[]","[]"
"20307-110-200","['HSWM']","[]","[]","[]","[]"
